  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.225 45 0.000   -6    0F4 -3z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.179 45 0.000   -6    0F4 -4z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.278 45 0.000   -6    0F4 -5z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.278 45 0.000   15    0F5 -4z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-0.893 45 0.000   15    0F5 -5z0    1083 1013     0
  116.0095 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.473 45 0.000   15    0F5 -6z0    1083 1013     0
  116.0096 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-1.473 45 0.000   40    0F6 -5z0    1083 1013     0
  116.0096 -1.074 21.01    4883.570  3.0 3d2 3F       91083.400  3.0 3d6f 1F     8.38 -3.60 -7.28K88  0 0 45-0.665 45 0.000   40    0F6 -6z0    1083 1013     0
  116.0216 -0.579 21.01    4883.570  3.0 3d2 3F       91074.400  4.0 3d6f 3G     8.39 -3.64 -7.28K88  0 0 45-1.681 45 0.000  -51    0F0 -0z0    1083 1075     0
  116.0216 -0.579 21.01    4883.570  3.0 3d2 3F       91074.400  4.0 3d6f 3G     8.39 -3.64 -7.28K88  0 0 45-1.827 45 0.000  -51    0F0 -1z0    1083 1075     0
  116.0216 -0.579 21.01    4883.570  3.0 3d2 3F       91074.400  4.0 3d6f 3G     8.39 -3.64 -7.28K88  0 0 45-2.158 45 0.000  -46    0F1 -0z0    1083 1075     0
  116.0216 -0.579 21.01    4883.570  3.0 3d2 3F       91074.400  4.0 3d6f 3G     8.39 -3.64 -7.28K88  0 0 45-1.498 45 0.000  -46    0F1 -1z0    1083 1075     0
  116.0216 -0.579 21.01    4883.570  3.0 3d2 3F       91074.400  4.0 3d6f 3G     8.39 -3.64 -7.28K88  0 0 45-1.485 45 0.000  -46    0F1 -2z0    1083 1075     0
  116.0216 -0.579 21.01    4883.570  3.0 3d2 3F       91074.400  4.0 3d6f 3G     8.39 -3.64 -7.28K88  0 0 45-2.049 45 0.000  -36    0F2 -1z0    1083 1075     0
  116.0216 -0.579 21.01    4883.570  3.0 3d2 3F       91074.400  4.0 3d6f 3G     8.39 -3.64 -7.28K88  0 0 45-1.376 45 0.000  -36    0F2 -2z0    1083 1075     0
