
  268.5641 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.536153-0.282 -227    0F2 -3z0       0    0     0
  268.5647 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.536153-0.282 -148    0F3 -2z0       0    0     0
  268.5647 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.067153-0.282 -148    0F3 -3z0       0    0     0
  268.5647 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.477153-0.282 -148    0F3 -4z0       0    0     0
  268.5654 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.477153-0.282  -45    0F4 -3z0       0    0     0
  268.5654 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-0.916153-0.282  -45    0F4 -4z0       0    0     0
  268.5654 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.514153-0.282  -45    0F4 -5z0       0    0     0
  268.5663 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.514153-0.282   80    0F5 -4z0       0    0     0
  268.5663 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-0.765153-0.282   80    0F5 -5z0       0    0     0
  268.5663 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.700153-0.282   80    0F5 -6z0       0    0     0
  268.5674 -1.240 63.01       0.000  4.0 6s  a9S      37223.780  4.0 5d2 x9P     0.00  0.00  0.00CB   0 0153-1.700153-0.282  227    0F6 -5z0       0    0     0
